symbol,79,269,coverage,500,en_245,fr_245,es_245,ru_245,en_id,fr_id,es_id,ru_id,en_020,fr_020,es_020,ru_020,en_022,es_022,fr_022,ru_022,en_710,es_710,fr_710,ru_710,dl
E/NL.1958/10,,1958-01-01 00:00:00,1957-01-01 00:00:00,,"Indonesia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Indonésie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422192,419756,,,,,,,,,,,,,,,n
E/INCB/26,E.75.XI.1,1974-01-01 00:00:00,1975-01-01 00:00:00,,Estimated world requirements of narcotic drugs and estimates of world production of opium in 1975,Évaluations pour 1975 des besoins du monde en stupéfiants et de la production mondiale d'opium,Previsiones para 1975 de las necesidades mundiales de estupefacientes y de la pruducción mundial de opio,,422191,420771,420309,,,,,,,,,,International Narcotics Control Board,,,,n
E/NL.1957/8,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Sierra Leone, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Sierra Leone, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419044,422190,,,,,,,,,,,,,,,n
E/NL.1966/13,,1966-01-01 00:00:00,1966-01-01 00:00:00,,United States of America : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422187,,,,,,,,,,,,,,,,n
E/NL.1976/40-42,,1976-01-01 00:00:00,1976-01-01 00:00:00||1973-01-01 00:00:00,,Arab Republic of Egypt : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422186,,,,,,,,,,,,,,,,n
E/NL.1954/132-140,,1954-01-01 00:00:00,1953-01-01 00:00:00,,"Australia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Australie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422185,420511,,,,,,,,,,,,,,,n
E/NL.1956/36,,1956-01-01 00:00:00,1956-01-01 00:00:00,,"Pakistan : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Pakistan : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422184,418666,,,,,,,,,,,,,,,n
E/NL.1978/86,,1978-01-01 00:00:00,1977-01-01 00:00:00,,,Luxembourg : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422183,,,,,,,,,,,,,,,n
E/INCB/10/Add.2,E/F/S.71.XI.5,1971-01-01 00:00:00,1971-01-01 00:00:00,,,Deuxième Supplément à l'état des évaluations pour 1971 des besoins du monde en stupéfiants et de la production mondiale d'opium,,,,422181,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,n
E/NL.1958/53-54,,1958-01-01 00:00:00,1958-01-01 00:00:00,,"Ecuador : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,Ecuador : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,422180,,420163,,,,,,,,,,,,,,n
E/NL.1950/100,,1950-01-01 00:00:00,1950-01-01 00:00:00,,"Nigeria, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Nigéria, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421010,422178,,,,,,,,,,,,,,,n
E/NL.1953/131-135,,1953-01-01 00:00:00,1952-01-01 00:00:00,,"Australia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Australie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418343,422177,,,,,,,,,,,,,,,n
E/NL.1976/20-21,,1976-01-01 00:00:00,1974-01-01 00:00:00,,Peru : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Perú : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,422176,,418596,,,,,,,,,,,,,,n
,,,,,"Opium : historical note, or the poppy in China",Tableau récapitulatif des trafics de stupéfiants signalés au Secrétariat général de l'O.I.P.C. INTERPOL,"Informe sobre el progreso de la Encuesta sobre e los problemas de hoja de coca en el Perú, Lima, septiembre 20, 1965",,418659,418216,418055,,,,,,,,,,China. Imperial Maritime Customs Service,,,,n
E/NL.1963/75-76,,1963-01-01 00:00:00,1962-01-01 00:00:00,,"Guatemala : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,Guatemala : Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,422170,,419642,,,,,,,,,,,,,,n
E/NL.1965/30-32,,1965-01-01 00:00:00,1963-01-01 00:00:00,,,Suisse : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,422169,,,,,,,,,,,,,,,n
E/NL.1955/20,,1955-01-01 00:00:00,1954-01-01 00:00:00,,"Singapore, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Singapour, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422168,421419,,,,,,,,,,,,,,,n
E/NL.1973/1-7,,1973-01-01 00:00:00,1966-01-01 00:00:00||1970-01-01 00:00:00||1962-01-01 00:00:00,,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422166,,,,,,,,,,,,,,,,n
E/NL.1954/106-108,,1954-01-01 00:00:00,1953-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422165,419170,,,,,,,,,,,,,,,n
C.429. M.220.1935 XI. (O.S.B./Etat 1936.),,1935-01-01 00:00:00,1935-01-01 00:00:00,Includes errata,,"Convention pour limiter la fabrication et réglementer la distribution des stupéfiants du 13 juillet 1931 : Évaluations des besoins du monde en drogues nuisibles en 1936, État dressé par l'Organe de contrôle en vertu de l'article 5, Genève, 1935",,,,422164,,,,,,,,,,,,,,,n
E/NL.1956/101,,1956-01-01 00:00:00,1953-01-01 00:00:00,,"Morocco, communicated by the Government of France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Maroc, communiqués par le gouvernement de la France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419021,422161,,,,,,,,,,,,,,,n
O.C. 766(b),,1929-01-01 00:00:00,1929-01-01 00:00:00,,Note by the Secretary,,,,422160,,,,,,,,,,,,League of Nations. Advisory Committee on Traffic in Opium and other Dangerous Drugs,,,,n
E/NL.1956/20-21,,1956-01-01 00:00:00,1955-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422158,418920,,,,,,,,,,,,,,,n
E/NL.1954/71-77,,1954-01-01 00:00:00,1953-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420421,422156,,,,,,,,,,,,,,,n
E/NL.1975/6-7,,1975-01-01 00:00:00,1973-01-01 00:00:00,,Cyprus : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422155,,,,,,,,,,,,,,,,n
E/0245/Sess.1,,1946-01-01 00:00:00,1946-01-01 00:00:00,,,"Journal du Conseil économique et social, première année, mercredi 10 avril 1946, No. 12 : Conseil économique et social, première session, Londres, 1946, résolutions adoptées par le conseil","Resoluciones aprobadas por el Consejo Económico y Social : documentos oficiales—primer año, primer periodo de sesiones, 23 de enero-18 de febrero de 1946",,,420012,422154,,,,,,,,,,,,,,n
E/NL.1952/42,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Papua, communicated by the Government of Australia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Papua, communiqués par le gouvernement de l'Australie : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422151,421294,,,,,,,,,,,,,,,n
E/NL.1953/51,,1953-01-01 00:00:00,1953-01-01 00:00:00,,"United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Royaume-Uni, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422148,419874,,,,,,,,,,,,,,,n
CONF.S.T.D./1,,1935-01-01 00:00:00,1935-01-01 00:00:00||1935-01-01 00:00:00||1933-01-01 00:00:00,"Series of League of Nations publications : XI. Opium and other dangerous drugs, 1935. XI.10","Traffic in opium and other dangerous drugs : conference to consider the draft convention for the suppression of the illicit traffic in dangerous drugs, Geneva, October 23rd, 1935",,,,422147,,,,,,,,,,,,,,,,n
E/INCB/13,E.72.XI.2,1971-01-01 00:00:00,1971-01-01 00:00:00,,Report of the International Narcotics Control Board on its work in 1971,Rapport de l'Organe international de contrôle des stupéfiants sur son activité en 1971,Informe de la Junta Internacional de Fiscalización de Estupefacientes sobre sus actividades en 1971,,422146,419798,420907,,,,,,,,,,International Narcotics Control Board,,,,n
E/NL.1950/111-114,,1950-01-01 00:00:00,1949-01-01 00:00:00,,"Indochina, communicated by the Government of France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Indochine, communiqués par le gouvernement de la France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422144,418192,,,,,,,,,,,,,,,n
E/NL.1957/12-13,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Travancore-Cochin, communicated by the Government of India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Travancore-Cochin, communiqués par le gouvernement de l'Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,417976,422141,,,,,,,,,,,,,,,n
E/NL.1970/34-45,,1970-01-01 00:00:00,1968-01-01 00:00:00||1969-01-01 00:00:00||1967-01-01 00:00:00,,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422139,,,,,,,,,,,,,,,,n
E/NL.1956/60-61,,1956-01-01 00:00:00,1955-01-01 00:00:00,,"Singapore, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Singapour, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422138,418941,,,,,,,,,,,,,,,n
E/NL.1951/86,,1951-01-01 00:00:00,1951-01-01 00:00:00,,"France : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","France : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422134,417999,,,,,,,,,,,,,,,n
E/NL.1955/78-80,,1955-01-01 00:00:00,1953-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422133,419212,,,,,,,,,,,,,,,n
E/NL.1974/20-23,,1974-01-01 00:00:00,1973-01-01 00:00:00||1974-01-01 00:00:00,,Federal Republic of Germany : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422129,,,,,,,,,,,,,,,,n
E/NL.1975/51,,1975-01-01 00:00:00,1975-01-01 00:00:00,,Dominican Republic : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,República Dominicana : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,421858,,422128,,,,,,,,,,,,,,n
E/NL.1957/55,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Denmark : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Danemark : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422126,419672,,,,,,,,,,,,,,,n
E/NL.1953/86,,1953-01-01 00:00:00,1952-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418114,422125,,,,,,,,,,,,,,,n
E/NL.1995/33-34,,1995-01-01 00:00:00,1993-01-01 00:00:00,,,Monaco : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422121,,,,,,,,,,,,,,,n
E/NL.1975/17-18,,1975-01-01 00:00:00,1974-01-01 00:00:00,,Burma : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422119,,,,,,,,,,,,,,,,n
E/NL.1957/17,,1957-01-01 00:00:00,1956-01-01 00:00:00,,"Federation of Rhodesia and Nyasaland, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Fédération Rhodésie-Nyassaland, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422118,420054,,,,,,,,,,,,,,,n
E/NL.1963/55,,1963-01-01 00:00:00,1962-01-01 00:00:00,,"Finland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,422117,,,,,,,,,,,,,,,,n
O.C. 341 (c),,1926-01-01 00:00:00,1925-01-01 00:00:00,,,Trafic de l'opium : Note du Professeur Knaffl-Lenz sur l'étude chimique et pharmacologique des pilules anti-opium,,,,422116,,,,,,,,,,,,,,,n
E/NL.1992/57,,1992-01-01 00:00:00,1992-01-01 00:00:00,,,Luxembourg : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422113,,,,,,,,,,,,,,,n
E/NL.1955/25,,1955-01-01 00:00:00,1955-01-01 00:00:00,,"Southern Rhodesia, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Rhodésie du Sud, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,418684,422112,,,,,,,,,,,,,,,n
E/NL.1952/61,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Dominica, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Dominique, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,419244,422111,,,,,,,,,,,,,,,n
E/NL.1955/1-2,,1955-01-01 00:00:00,1953-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422109,420593,,,,,,,,,,,,,,,n
E/NL.1952/98-99,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Cambodia : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Cambodge : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,421592,422107,,,,,,,,,,,,,,,n
E/NL.1952/2-3,,1952-01-01 00:00:00,1951-01-01 00:00:00,,"Gibraltar, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Gibraltar, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422105,418924,,,,,,,,,,,,,,,n
E/INCB/1992/2/Supp.10,,1993-01-01 00:00:00,1993-01-01 00:00:00||1991-01-01 00:00:00,,,"Supplément n°. 10 à stupéfiants : évaluations des besoins du monde pour 1993, statistiques pour 1991, évaluations à jour au 31 octobre 1993",,,,422104,,,,,,,,ISSN 1013-8250,,,,Junta Internacional de Fiscalización de Estupefacientes,,,n
E/NL.1954/109,,1954-01-01 00:00:00,1954-01-01 00:00:00,,"Nigeria, Including Cameroons under United Kingdom Trusteeship, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Nigéria, y compris le Cameroun sous administration Britannique, communiqués par le gouvernement du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422102,421154,,,,,,,,,,,,,,,n
E/OB/22/Add.,67.XI.9,1967-01-01 00:00:00,1966-01-01 00:00:00,,,"Addendum au rapport au Conseil économique et social sur l'activité du Comité en 1966 : établi en exécution de la Convention du 19 février 1925 sur les stupéfiants et de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendées par le Protocole du 11 décembre 1946, et du Protocole du 23 juin 1953 visant à limiter et a réglementer la cultur","Suplemento al informe al Consejo Económico y Social sobre las actividades del Comité en 1966 : preparado en cumplimiento de las disposiciones de la Convención de 19 de febrero de 1925 sobre estupefacientes, de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes, modificadas por el Protocolo de 11 de diciembre de 1946, del Protocolo de 2",,,420912,422101,,,,,,,,,,,,,,n
E/NL.1948/82,,1948-01-01 00:00:00,1946-01-01 00:00:00,,"Finland : Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","Finlande : Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422099,419581,,,,,,,,,,,,,,,n
E/NL.1950/56-57,,1950-01-01 00:00:00,1946-01-01 00:00:00,,"India : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Inde : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,420179,422097,,,,,,,,,,,,,,,n
E/NL.1976/45,,1976-01-01 00:00:00,1973-01-01 00:00:00,,,République arabe d'Égypte : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422096,,,,,,,,,,,,,,,n
E/NL.1950/5-7,,1950-01-01 00:00:00,1948-01-01 00:00:00,,"United States of America : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","États-Unis d’Amérique : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422095,421892,,,,,,,,,,,,,,,n
E/NL.1955/7,,1955-01-01 00:00:00,1954-01-01 00:00:00,,"Luxembourg : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Luxembourg : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422094,420206,,,,,,,,,,,,,,,n
E/NL.1968/25-26,,1968-01-01 00:00:00,1967-01-01 00:00:00||1968-01-01 00:00:00,,United Kingdom : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs,,,,422093,,,,,,,,,,,,,,,,n
E/NL.1962/2,,1962-01-01 00:00:00,1961-01-01 00:00:00,,"Trinidad and Tobago, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,422091,,,,,,,,,,,,,,,,n
E/NL.1954/51,,1954-01-01 00:00:00,1953-01-01 00:00:00,,"Pakistan : Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","Pakistan : Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,422090,420991,,,,,,,,,,,,,,,n
